VoucherID,CompanyID,VoucherNo,VoucherType,VoucherDate,PartyID,PartyName,SubTotal,TaxAmount,GrandTotal,Narration,Status,CreatedDate,LastModifiedDate
VCH-0154,COMP-0003,SAL-000154,Sales,2024-04-30,PTY-0038,Rajesh Singh Traders,54000,9720,63720,Sales to Rajesh Singh Traders,Posted,2024-04-30,2024-05-01
VCH-0155,COMP-0003,SAL-000155,Sales,2024-04-02,PTY-0033,Vikram Kumar Distributors,452700,81486,534186,Sales to Vikram Kumar Distributors,Posted,2024-04-02,2024-05-01
VCH-0156,COMP-0003,SAL-000156,Sales,2024-05-07,PTY-0040,Neha Singh Suppliers,989000,178020,1167020,Sales to Neha Singh Suppliers,Posted,2024-05-07,2024-05-01
VCH-0157,COMP-0003,JOU-000157,Journal,2024-04-17,,,13847,0,13847,Journal voucher,Posted,2024-04-17,2024-05-01
VCH-0158,COMP-0003,SAL-000158,Sales,2024-04-10,PTY-0046,Neha Singh Suppliers,195000,35100,230100,Sales to Neha Singh Suppliers,Posted,2024-04-10,2024-05-01
VCH-0159,COMP-0003,JOU-000159,Journal,2024-04-13,,,17816,0,17816,Journal voucher,Posted,2024-04-13,2024-05-01
VCH-0160,COMP-0003,JOU-000160,Journal,2024-06-17,,,15607,0,15607,Journal voucher,Posted,2024-06-17,2024-05-01
VCH-0161,COMP-0003,JOU-000161,Journal,2024-06-05,,,14900,0,14900,Journal voucher,Posted,2024-06-05,2024-05-01
VCH-0162,COMP-0003,SAL-000162,Sales,2024-05-29,PTY-0041,Priya Kumar Suppliers,194300,34974,229274,Sales to Priya Kumar Suppliers,Posted,2024-05-29,2024-05-01
VCH-0163,COMP-0004,PUR-000163,Purchase,2024-05-23,PTY-0065,Vikram Patel Traders,130500,23490,153990,Purchase to Vikram Patel Traders,Posted,2024-05-23,2024-05-01
VCH-0164,COMP-0004,JOU-000164,Journal,2024-06-03,,,17213,0,17213,Journal voucher,Posted,2024-06-03,2024-05-01
VCH-0165,COMP-0004,SAL-000165,Sales,2024-05-28,PTY-0050,Rajesh Kumar Distributors,727200,130896,858096,Sales to Rajesh Kumar Distributors,Posted,2024-05-28,2024-05-01
VCH-0166,COMP-0004,SAL-000166,Sales,2024-06-12,PTY-0059,Amit Kumar Traders,249000,44820,293820,Sales to Amit Kumar Traders,Posted,2024-06-12,2024-05-01
VCH-0167,COMP-0004,JOU-000167,Journal,2024-04-27,,,21050,0,21050,Journal voucher,Posted,2024-04-27,2024-05-01
VCH-0168,COMP-0004,SAL-000168,Sales,2024-04-11,PTY-0069,Priya Kumar Suppliers,961500,173070,1134570,Sales to Priya Kumar Suppliers,Posted,2024-04-11,2024-05-01
VCH-0169,COMP-0004,PUR-000169,Purchase,2024-05-03,PTY-0060,Vikram Singh Traders,390000,70200,460200,Purchase to Vikram Singh Traders,Posted,2024-05-03,2024-05-01
VCH-0170,COMP-0004,PUR-000170,Purchase,2024-06-28,PTY-0063,Priya Singh Traders,220000,39600,259600,Purchase to Priya Singh Traders,Posted,2024-06-28,2024-05-01
VCH-0171,COMP-0004,JOU-000171,Journal,2024-06-11,,,22877,0,22877,Journal voucher,Posted,2024-06-11,2024-05-01
VCH-0172,COMP-0004,JOU-000172,Journal,2024-05-11,,,12724,0,12724,Journal voucher,Posted,2024-05-11,2024-05-01
VCH-0173,COMP-0004,JOU-000173,Journal,2024-05-30,,,21856,0,21856,Journal voucher,Posted,2024-05-30,2024-05-01
VCH-0174,COMP-0004,PUR-000174,Purchase,2024-04-14,PTY-0052,Rajesh Gupta Distributors,256000,46080,302080,Purchase to Rajesh Gupta Distributors,Posted,2024-04-14,2024-05-01
VCH-0175,COMP-0004,SAL-000175,Sales,2024-04-22,PTY-0053,Rajesh Gupta Suppliers,80000,14400,94400,Sales to Rajesh Gupta Suppliers,Posted,2024-04-22,2024-05-01
VCH-0176,COMP-0004,PUR-000176,Purchase,2024-04-22,PTY-0066,Vikram Patel Distributors,304000,54720,358720,Purchase to Vikram Patel Distributors,Posted,2024-04-22,2024-05-01
VCH-0177,COMP-0004,SAL-000177,Sales,2024-05-08,PTY-0059,Amit Kumar Traders,345000,62100,407100,Sales to Amit Kumar Traders,Posted,2024-05-08,2024-05-01
VCH-0178,COMP-0004,PUR-000178,Purchase,2024-05-08,PTY-0056,Neha Sharma Suppliers,968000,174240,1142240,Purchase to Neha Sharma Suppliers,Posted,2024-05-08,2024-05-01
VCH-0179,COMP-0004,SAL-000179,Sales,2024-04-18,PTY-0072,Vikram Gupta Distributors,465500,83790,549290,Sales to Vikram Gupta Distributors,Posted,2024-04-18,2024-05-01
VCH-0180,COMP-0004,PUR-000180,Purchase,2024-04-20,PTY-0050,Rajesh Kumar Distributors,252000,45360,297360,Purchase to Rajesh Kumar Distributors,Posted,2024-04-20,2024-05-01
VCH-0181,COMP-0004,SAL-000181,Sales,2024-05-13,PTY-0069,Priya Kumar Suppliers,472000,84960,556960,Sales to Priya Kumar Suppliers,Posted,2024-05-13,2024-05-01
VCH-0182,COMP-0004,PUR-000182,Purchase,2024-05-15,PTY-0056,Neha Sharma Suppliers,335000,60300,395300,Purchase to Neha Sharma Suppliers,Posted,2024-05-15,2024-05-01
VCH-0183,COMP-0004,JOU-000183,Journal,2024-06-19,,,13347,0,13347,Journal voucher,Posted,2024-06-19,2024-05-01
VCH-0184,COMP-0004,PUR-000184,Purchase,2024-04-10,PTY-0053,Rajesh Gupta Suppliers,875000,157500,1032500,Purchase to Rajesh Gupta Suppliers,Posted,2024-04-10,2024-05-01
VCH-0185,COMP-0004,PUR-000185,Purchase,2024-06-06,PTY-0062,Priya Patel Distributors,222700,40086,262786,Purchase to Priya Patel Distributors,Posted,2024-06-06,2024-05-01
VCH-0186,COMP-0004,JOU-000186,Journal,2024-04-01,,,12092,0,12092,Journal voucher,Posted,2024-04-01,2024-05-01
VCH-0187,COMP-0004,SAL-000187,Sales,2024-06-18,PTY-0055,Priya Patel Distributors,133500,24030,157530,Sales to Priya Patel Distributors,Posted,2024-06-18,2024-05-01
VCH-0188,COMP-0004,PUR-000188,Purchase,2024-04-18,PTY-0064,Amit Patel Distributors,11500,2070,13570,Purchase to Amit Patel Distributors,Posted,2024-04-18,2024-05-01
VCH-0189,COMP-0004,PUR-000189,Purchase,2024-05-01,PTY-0062,Priya Patel Distributors,25500,4590,30090,Purchase to Priya Patel Distributors,Posted,2024-05-01,2024-05-01
VCH-0190,COMP-0004,SAL-000190,Sales,2024-06-07,PTY-0069,Priya Kumar Suppliers,210000,37800,247800,Sales to Priya Kumar Suppliers,Posted,2024-06-07,2024-05-01
VCH-0191,COMP-0004,JOU-000191,Journal,2024-04-19,,,23366,0,23366,Journal voucher,Posted,2024-04-19,2024-05-01
VCH-0192,COMP-0004,PUR-000192,Purchase,2024-06-02,PTY-0058,Neha Kumar Distributors,363500,65430,428930,Purchase to Neha Kumar Distributors,Posted,2024-06-02,2024-05-01
VCH-0193,COMP-0004,JOU-000193,Journal,2024-05-17,,,16337,0,16337,Journal voucher,Posted,2024-05-17,2024-05-01
VCH-0194,COMP-0004,PUR-000194,Purchase,2024-04-28,PTY-0056,Neha Sharma Suppliers,171500,30870,202370,Purchase to Neha Sharma Suppliers,Posted,2024-04-28,2024-05-01
VCH-0195,COMP-0004,SAL-000195,Sales,2024-05-27,PTY-0056,Neha Sharma Suppliers,330000,59400,389400,Sales to Neha Sharma Suppliers,Posted,2024-05-27,2024-05-01
VCH-0196,COMP-0004,JOU-000196,Journal,2024-04-13,,,13315,0,13315,Journal voucher,Posted,2024-04-13,2024-05-01
VCH-0197,COMP-0004,SAL-000197,Sales,2024-06-17,PTY-0070,Amit Patel Traders,50900,9162,60062,Sales to Amit Patel Traders,Posted,2024-06-17,2024-05-01
VCH-0198,COMP-0004,PUR-000198,Purchase,2024-05-06,PTY-0068,Neha Singh Distributors,7200,1296,8496,Purchase to Neha Singh Distributors,Posted,2024-05-06,2024-05-01
VCH-0199,COMP-0004,SAL-000199,Sales,2024-06-02,PTY-0070,Amit Patel Traders,376000,67680,443680,Sales to Amit Patel Traders,Posted,2024-06-02,2024-05-01
VCH-0200,COMP-0004,SAL-000200,Sales,2024-04-17,PTY-0053,Rajesh Gupta Suppliers,900,162,1062,Sales to Rajesh Gupta Suppliers,Posted,2024-04-17,2024-05-01
VCH-0201,COMP-0004,SAL-000201,Sales,2024-05-11,PTY-0067,Vikram Kumar Suppliers,1110000,199800,1309800,Sales to Vikram Kumar Suppliers,Posted,2024-05-11,2024-05-01
VCH-0202,COMP-0004,SAL-000202,Sales,2024-06-30,PTY-0068,Neha Singh Distributors,481000,86580,567580,Sales to Neha Singh Distributors,Posted,2024-06-30,2024-05-01
VCH-0203,COMP-0004,SAL-000203,Sales,2024-04-09,PTY-0066,Vikram Patel Distributors,110000,19800,129800,Sales to Vikram Patel Distributors,Posted,2024-04-09,2024-05-01
VCH-0204,COMP-0004,PUR-000204,Purchase,2024-04-23,PTY-0058,Neha Kumar Distributors,445000,80100,525100,Purchase to Neha Kumar Distributors,Posted,2024-04-23,2024-05-01
VCH-0205,COMP-0004,SAL-000205,Sales,2024-06-11,PTY-0060,Vikram Singh Traders,111800,20124,131924,Sales to Vikram Singh Traders,Posted,2024-06-11,2024-05-01
VCH-0206,COMP-0004,SAL-000206,Sales,2024-04-12,PTY-0052,Rajesh Gupta Distributors,3500,630,4130,Sales to Rajesh Gupta Distributors,Posted,2024-04-12,2024-05-01
VCH-0207,COMP-0004,JOU-000207,Journal,2024-04-22,,,12127,0,12127,Journal voucher,Posted,2024-04-22,2024-05-01
VCH-0208,COMP-0004,SAL-000208,Sales,2024-05-29,PTY-0057,Rajesh Kumar Traders,642000,115560,757560,Sales to Rajesh Kumar Traders,Posted,2024-05-29,2024-05-01
VCH-0209,COMP-0004,JOU-000209,Journal,2024-05-19,,,10832,0,10832,Journal voucher,Posted,2024-05-19,2024-05-01
VCH-0210,COMP-0004,PUR-000210,Purchase,2024-04-18,PTY-0063,Priya Singh Traders,600000,108000,708000,Purchase to Priya Singh Traders,Posted,2024-04-18,2024-05-01
VCH-0211,COMP-0004,SAL-000211,Sales,2024-04-26,PTY-0059,Amit Kumar Traders,441800,79524,521324,Sales to Amit Kumar Traders,Posted,2024-04-26,2024-05-01
VCH-0212,COMP-0004,PUR-000212,Purchase,2024-05-16,PTY-0061,Priya Gupta Distributors,75400,13572,88972,Purchase to Priya Gupta Distributors,Posted,2024-05-16,2024-05-01
VCH-0213,COMP-0004,PUR-000213,Purchase,2024-04-20,PTY-0056,Neha Sharma Suppliers,69400,12492,81892,Purchase to Neha Sharma Suppliers,Posted,2024-04-20,2024-05-01
VCH-0214,COMP-0004,JOU-000214,Journal,2024-06-29,,,23075,0,23075,Journal voucher,Posted,2024-06-29,2024-05-01
VCH-0215,COMP-0004,PUR-000215,Purchase,2024-04-12,PTY-0056,Neha Sharma Suppliers,600900,108162,709062,Purchase to Neha Sharma Suppliers,Posted,2024-04-12,2024-05-01
VCH-0216,COMP-0004,PUR-000216,Purchase,2024-04-15,PTY-0070,Amit Patel Traders,2700,486,3186,Purchase to Amit Patel Traders,Posted,2024-04-15,2024-05-01
VCH-0217,COMP-0004,PUR-000217,Purchase,2024-05-30,PTY-0061,Priya Gupta Distributors,452000,81360,533360,Purchase to Priya Gupta Distributors,Posted,2024-05-30,2024-05-01
VCH-0218,COMP-0004,PUR-000218,Purchase,2024-04-21,PTY-0060,Vikram Singh Traders,540000,97200,637200,Purchase to Vikram Singh Traders,Posted,2024-04-21,2024-05-01
VCH-0219,COMP-0004,PUR-000219,Purchase,2024-04-21,PTY-0055,Priya Patel Distributors,7200,1296,8496,Purchase to Priya Patel Distributors,Posted,2024-04-21,2024-05-01
VCH-0220,COMP-0004,PUR-000220,Purchase,2024-06-15,PTY-0063,Priya Singh Traders,53500,9630,63130,Purchase to Priya Singh Traders,Posted,2024-06-15,2024-05-01
VCH-0221,COMP-0004,SAL-000221,Sales,2024-06-16,PTY-0071,Neha Kumar Suppliers,350000,63000,413000,Sales to Neha Kumar Suppliers,Posted,2024-06-16,2024-05-01
VCH-0222,COMP-0004,PUR-000222,Purchase,2024-05-24,PTY-0058,Neha Kumar Distributors,575000,103500,678500,Purchase to Neha Kumar Distributors,Posted,2024-05-24,2024-05-01
VCH-0223,COMP-0004,JOU-000223,Journal,2024-06-12,,,9256,0,9256,Journal voucher,Posted,2024-06-12,2024-05-01
VCH-0224,COMP-0004,JOU-000224,Journal,2024-04-07,,,15134,0,15134,Journal voucher,Posted,2024-04-07,2024-05-01
VCH-0225,COMP-0004,PUR-000225,Purchase,2024-05-15,PTY-0055,Priya Patel Distributors,386000,69480,455480,Purchase to Priya Patel Distributors,Posted,2024-05-15,2024-05-01
VCH-0226,COMP-0004,SAL-000226,Sales,2024-05-09,PTY-0055,Priya Patel Distributors,840000,151200,991200,Sales to Priya Patel Distributors,Posted,2024-05-09,2024-05-01
VCH-0227,COMP-0004,JOU-000227,Journal,2024-04-12,,,10050,0,10050,Journal voucher,Posted,2024-04-12,2024-05-01
VCH-0228,COMP-0004,PUR-000228,Purchase,2024-04-01,PTY-0061,Priya Gupta Distributors,6300,1134,7434,Purchase to Priya Gupta Distributors,Posted,2024-04-01,2024-05-01
VCH-0229,COMP-0004,SAL-000229,Sales,2024-06-29,PTY-0065,Vikram Patel Traders,66300,11934,78234,Sales to Vikram Patel Traders,Posted,2024-06-29,2024-05-01
VCH-0230,COMP-0004,SAL-000230,Sales,2024-04-17,PTY-0054,Vikram Patel Suppliers,409500,73710,483210,Sales to Vikram Patel Suppliers,Posted,2024-04-17,2024-05-01
VCH-0231,COMP-0004,SAL-000231,Sales,2024-06-08,PTY-0065,Vikram Patel Traders,1005000,180900,1185900,Sales to Vikram Patel Traders,Posted,2024-06-08,2024-05-01
VCH-0232,COMP-0004,SAL-000232,Sales,2024-05-17,PTY-0050,Rajesh Kumar Distributors,233000,41940,274940,Sales to Rajesh Kumar Distributors,Posted,2024-05-17,2024-05-01
VCH-0233,COMP-0005,SAL-000233,Sales,2024-04-06,PTY-0086,Rajesh Singh Distributors,24500,4410,28910,Sales to Rajesh Singh Distributors,Posted,2024-04-06,2024-05-01
VCH-0234,COMP-0005,SAL-000234,Sales,2024-06-23,PTY-0077,Amit Gupta Suppliers,450000,81000,531000,Sales to Amit Gupta Suppliers,Posted,2024-06-23,2024-05-01
VCH-0235,COMP-0005,JOU-000235,Journal,2024-05-04,,,18819,0,18819,Journal voucher,Posted,2024-05-04,2024-05-01
VCH-0236,COMP-0005,SAL-000236,Sales,2024-04-21,PTY-0089,Priya Gupta Traders,1800,324,2124,Sales to Priya Gupta Traders,Posted,2024-04-21,2024-05-01
VCH-0237,COMP-0005,PUR-000237,Purchase,2024-05-15,PTY-0076,Vikram Singh Distributors,640000,115200,755200,Purchase to Vikram Singh Distributors,Posted,2024-05-15,2024-05-01
VCH-0238,COMP-0005,PUR-000238,Purchase,2024-06-27,PTY-0088,Amit Singh Traders,23800,4284,28084,Purchase to Amit Singh Traders,Posted,2024-06-27,2024-05-01
VCH-0239,COMP-0005,JOU-000239,Journal,2024-05-04,,,8799,0,8799,Journal voucher,Posted,2024-05-04,2024-05-01
VCH-0240,COMP-0005,SAL-000240,Sales,2024-06-04,PTY-0088,Amit Singh Traders,476000,85680,561680,Sales to Amit Singh Traders,Posted,2024-06-04,2024-05-01
VCH-0241,COMP-0005,SAL-000241,Sales,2024-06-26,PTY-0073,Rajesh Sharma Suppliers,1280000,230400,1510400,Sales to Rajesh Sharma Suppliers,Posted,2024-06-26,2024-05-01
VCH-0242,COMP-0005,PUR-000242,Purchase,2024-04-07,PTY-0074,Priya Singh Suppliers,7200,1296,8496,Purchase to Priya Singh Suppliers,Posted,2024-04-07,2024-05-01
VCH-0243,COMP-0005,SAL-000243,Sales,2024-05-17,PTY-0084,Amit Kumar Distributors,53500,9630,63130,Sales to Amit Kumar Distributors,Posted,2024-05-17,2024-05-01
VCH-0244,COMP-0005,SAL-000244,Sales,2024-06-09,PTY-0082,Neha Kumar Suppliers,470000,84600,554600,Sales to Neha Kumar Suppliers,Posted,2024-06-09,2024-05-01
VCH-0245,COMP-0005,PUR-000245,Purchase,2024-05-09,PTY-0076,Vikram Singh Distributors,290000,52200,342200,Purchase to Vikram Singh Distributors,Posted,2024-05-09,2024-05-01
VCH-0246,COMP-0005,PUR-000246,Purchase,2024-04-11,PTY-0077,Amit Gupta Suppliers,1175400,211572,1386972,Purchase to Amit Gupta Suppliers,Posted,2024-04-11,2024-05-01
VCH-0247,COMP-0005,PUR-000247,Purchase,2024-06-28,PTY-0089,Priya Gupta Traders,396900,71442,468342,Purchase to Priya Gupta Traders,Posted,2024-06-28,2024-05-01
VCH-0248,COMP-0005,PUR-000248,Purchase,2024-04-19,PTY-0076,Vikram Singh Distributors,284000,51120,335120,Purchase to Vikram Singh Distributors,Posted,2024-04-19,2024-05-01
VCH-0249,COMP-0005,PUR-000249,Purchase,2024-05-25,PTY-0078,Priya Kumar Distributors,535000,96300,631300,Purchase to Priya Kumar Distributors,Posted,2024-05-25,2024-05-01
VCH-0250,COMP-0005,SAL-000250,Sales,2024-06-13,PTY-0082,Neha Kumar Suppliers,749500,134910,884410,Sales to Neha Kumar Suppliers,Posted,2024-06-13,2024-05-01
VCH-0251,COMP-0005,JOU-000251,Journal,2024-04-28,,,19317,0,19317,Journal voucher,Posted,2024-04-28,2024-05-01
VCH-0252,COMP-0005,JOU-000252,Journal,2024-06-28,,,14071,0,14071,Journal voucher,Posted,2024-06-28,2024-05-01
VCH-0253,COMP-0005,SAL-000253,Sales,2024-06-17,PTY-0078,Priya Kumar Distributors,456000,82080,538080,Sales to Priya Kumar Distributors,Posted,2024-06-17,2024-05-01
VCH-0254,COMP-0005,PUR-000254,Purchase,2024-05-24,PTY-0081,Amit Sharma Distributors,15800,2844,18644,Purchase to Amit Sharma Distributors,Posted,2024-05-24,2024-05-01
VCH-0255,COMP-0005,SAL-000255,Sales,2024-04-29,PTY-0083,Amit Patel Suppliers,275000,49500,324500,Sales to Amit Patel Suppliers,Posted,2024-04-29,2024-05-01
VCH-0256,COMP-0005,JOU-000256,Journal,2024-06-17,,,24264,0,24264,Journal voucher,Posted,2024-06-17,2024-05-01
VCH-0257,COMP-0005,PUR-000257,Purchase,2024-06-21,PTY-0090,Neha Patel Suppliers,395400,71172,466572,Purchase to Neha Patel Suppliers,Posted,2024-06-21,2024-05-01
VCH-0258,COMP-0005,SAL-000258,Sales,2024-05-11,PTY-0087,Rajesh Patel Traders,7200,1296,8496,Sales to Rajesh Patel Traders,Posted,2024-05-11,2024-05-01
VCH-0259,COMP-0005,PUR-000259,Purchase,2024-04-27,PTY-0078,Priya Kumar Distributors,1080000,194400,1274400,Purchase to Priya Kumar Distributors,Posted,2024-04-27,2024-05-01
VCH-0260,COMP-0005,JOU-000260,Journal,2024-06-11,,,7722,0,7722,Journal voucher,Posted,2024-06-11,2024-05-01
VCH-0261,COMP-0005,SAL-000261,Sales,2024-06-07,PTY-0082,Neha Kumar Suppliers,5400,972,6372,Sales to Neha Kumar Suppliers,Posted,2024-06-07,2024-05-01
VCH-0262,COMP-0005,PUR-000262,Purchase,2024-06-19,PTY-0084,Amit Kumar Distributors,24700,4446,29146,Purchase to Amit Kumar Distributors,Posted,2024-06-19,2024-05-01
VCH-0263,COMP-0005,SAL-000263,Sales,2024-05-01,PTY-0090,Neha Patel Suppliers,20000,3600,23600,Sales to Neha Patel Suppliers,Posted,2024-05-01,2024-05-01
VCH-0264,COMP-0005,SAL-000264,Sales,2024-04-13,PTY-0079,Neha Kumar Suppliers,165000,29700,194700,Sales to Neha Kumar Suppliers,Posted,2024-04-13,2024-05-01
VCH-0265,COMP-0005,JOU-000265,Journal,2024-04-21,,,18143,0,18143,Journal voucher,Posted,2024-04-21,2024-05-01
VCH-0266,COMP-0005,JOU-000266,Journal,2024-05-16,,,18702,0,18702,Journal voucher,Posted,2024-05-16,2024-05-01
VCH-0267,COMP-0005,JOU-000267,Journal,2024-05-11,,,8461,0,8461,Journal voucher,Posted,2024-05-11,2024-05-01
VCH-0268,COMP-0005,PUR-000268,Purchase,2024-06-04,PTY-0085,Rajesh Patel Suppliers,80000,14400,94400,Purchase to Rajesh Patel Suppliers,Posted,2024-06-04,2024-05-01
VCH-0269,COMP-0005,SAL-000269,Sales,2024-05-30,PTY-0087,Rajesh Patel Traders,294000,52920,346920,Sales to Rajesh Patel Traders,Posted,2024-05-30,2024-05-01
VCH-0270,COMP-0005,SAL-000270,Sales,2024-05-07,PTY-0083,Amit Patel Suppliers,679000,122220,801220,Sales to Amit Patel Suppliers,Posted,2024-05-07,2024-05-01
VCH-0271,COMP-0005,PUR-000271,Purchase,2024-05-24,PTY-0073,Rajesh Sharma Suppliers,589000,106020,695020,Purchase to Rajesh Sharma Suppliers,Posted,2024-05-24,2024-05-01
VCH-0272,COMP-0005,PUR-000272,Purchase,2024-05-12,PTY-0078,Priya Kumar Distributors,553900,99702,653602,Purchase to Priya Kumar Distributors,Posted,2024-05-12,2024-05-01
VCH-0273,COMP-0005,PUR-000273,Purchase,2024-04-21,PTY-0080,Neha Singh Traders,3600,648,4248,Purchase to Neha Singh Traders,Posted,2024-04-21,2024-05-01
VCH-0274,COMP-0005,SAL-000274,Sales,2024-05-12,PTY-0075,Rajesh Patel Suppliers,960000,172800,1132800,Sales to Rajesh Patel Suppliers,Posted,2024-05-12,2024-05-01
VCH-0275,COMP-0005,SAL-000275,Sales,2024-05-29,PTY-0087,Rajesh Patel Traders,336000,60480,396480,Sales to Rajesh Patel Traders,Posted,2024-05-29,2024-05-01
VCH-0276,COMP-0005,PUR-000276,Purchase,2024-06-04,PTY-0083,Amit Patel Suppliers,960000,172800,1132800,Purchase to Amit Patel Suppliers,Posted,2024-06-04,2024-05-01
VCH-0277,COMP-0005,SAL-000277,Sales,2024-04-09,PTY-0074,Priya Singh Suppliers,82300,14814,97114,Sales to Priya Singh Suppliers,Posted,2024-04-09,2024-05-01
VCH-0278,COMP-0005,JOU-000278,Journal,2024-05-04,,,22607,0,22607,Journal voucher,Posted,2024-05-04,2024-05-01
VCH-0279,COMP-0006,PUR-000279,Purchase,2024-06-17,PTY-0109,Vikram Kumar Distributors,909500,163710,1073210,Purchase to Vikram Kumar Distributors,Posted,2024-06-17,2024-05-01
VCH-0280,COMP-0006,SAL-000280,Sales,2024-04-06,PTY-0108,Priya Sharma Traders,26300,4734,31034,Sales to Priya Sharma Traders,Posted,2024-04-06,2024-05-01
VCH-0281,COMP-0006,JOU-000281,Journal,2024-05-04,,,23999,0,23999,Journal voucher,Posted,2024-05-04,2024-05-01
VCH-0282,COMP-0006,SAL-000282,Sales,2024-04-22,PTY-0102,Amit Sharma Traders,960000,172800,1132800,Sales to Amit Sharma Traders,Posted,2024-04-22,2024-05-01
VCH-0283,COMP-0006,SAL-000283,Sales,2024-04-27,PTY-0102,Amit Sharma Traders,461100,82998,544098,Sales to Amit Sharma Traders,Posted,2024-04-27,2024-05-01
VCH-0284,COMP-0006,SAL-000284,Sales,2024-05-14,PTY-0106,Rajesh Kumar Distributors,59500,10710,70210,Sales to Rajesh Kumar Distributors,Posted,2024-05-14,2024-05-01
VCH-0285,COMP-0006,SAL-000285,Sales,2024-04-18,PTY-0101,Priya Kumar Distributors,720000,129600,849600,Sales to Priya Kumar Distributors,Posted,2024-04-18,2024-05-01
VCH-0286,COMP-0006,SAL-000286,Sales,2024-06-12,PTY-0101,Priya Kumar Distributors,776000,139680,915680,Sales to Priya Kumar Distributors,Posted,2024-06-12,2024-05-01
VCH-0287,COMP-0006,SAL-000287,Sales,2024-06-26,PTY-0096,Rajesh Kumar Traders,385000,69300,454300,Sales to Rajesh Kumar Traders,Posted,2024-06-26,2024-05-01
VCH-0288,COMP-0006,PUR-000288,Purchase,2024-05-03,PTY-0092,Amit Patel Distributors,165000,29700,194700,Purchase to Amit Patel Distributors,Posted,2024-05-03,2024-05-01
VCH-0289,COMP-0006,SAL-000289,Sales,2024-06-14,PTY-0103,Amit Gupta Traders,424500,76410,500910,Sales to Amit Gupta Traders,Posted,2024-06-14,2024-05-01
VCH-0290,COMP-0006,JOU-000290,Journal,2024-06-15,,,15298,0,15298,Journal voucher,Posted,2024-06-15,2024-05-01
VCH-0291,COMP-0006,JOU-000291,Journal,2024-05-19,,,20900,0,20900,Journal voucher,Posted,2024-05-19,2024-05-01
VCH-0292,COMP-0006,PUR-000292,Purchase,2024-06-07,PTY-0107,Neha Singh Suppliers,610000,109800,719800,Purchase to Neha Singh Suppliers,Posted,2024-06-07,2024-05-01
VCH-0293,COMP-0006,SAL-000293,Sales,2024-05-10,PTY-0096,Rajesh Kumar Traders,1290000,232200,1522200,Sales to Rajesh Kumar Traders,Posted,2024-05-10,2024-05-01
VCH-0294,COMP-0006,PUR-000294,Purchase,2024-05-29,PTY-0092,Amit Patel Distributors,729500,131310,860810,Purchase to Amit Patel Distributors,Posted,2024-05-29,2024-05-01
VCH-0295,COMP-0006,PUR-000295,Purchase,2024-05-22,PTY-0102,Amit Sharma Traders,172200,30996,203196,Purchase to Amit Sharma Traders,Posted,2024-05-22,2024-05-01
VCH-0296,COMP-0006,PUR-000296,Purchase,2024-06-12,PTY-0099,Amit Gupta Suppliers,1128000,203040,1331040,Purchase to Amit Gupta Suppliers,Posted,2024-06-12,2024-05-01
VCH-0297,COMP-0006,SAL-000297,Sales,2024-04-23,PTY-0111,Priya Singh Distributors,223000,40140,263140,Sales to Priya Singh Distributors,Posted,2024-04-23,2024-05-01
VCH-0298,COMP-0006,JOU-000298,Journal,2024-04-09,,,9343,0,9343,Journal voucher,Posted,2024-04-09,2024-05-01
VCH-0299,COMP-0006,SAL-000299,Sales,2024-04-08,PTY-0099,Amit Gupta Suppliers,139900,25182,165082,Sales to Amit Gupta Suppliers,Posted,2024-04-08,2024-05-01
VCH-0300,COMP-0006,PUR-000300,Purchase,2024-04-26,PTY-0106,Rajesh Kumar Distributors,3600,648,4248,Purchase to Rajesh Kumar Distributors,Posted,2024-04-26,2024-05-01
